job_id,job_title,company,salary_min,salary_max,yrs_of_exp_min,yrs_of_exp_max,job_city,due_date,job_details,job_requirements,job_benefits,location,other_info
35C1A64C,[B4] Bắc Từ Liêm - Nhân viên chăm sóc khách hàng Dự án Viettel. Không yêu cầu kinh nghiệm.,BellSystem24-Việt Nam,6.0,9.0,,,Hà Nội,2024/11/07,"Mô tả Công việc Mô tả công việc:  Tiếp nhận cuộc gọi đến của khách hàng qua tổng đài, giải đáp thắc mắc của khách hàng về INTERNET và điện thoại cố định của Viettel. Cung cấp các chương trình khuyến mại cho khách hàng​  Quyền lợi:  Mức thu nhập: Lương cứng 5.300.000 VNĐ + KPI 500.000 VNĐ + Phụ cấp công việc 700.000 VNĐ + % hoa hồng Được training đầy đủ về kỹ năng, nghiệp vụ Không yêu cầu kinh nghiệm Môi trường làm việc chuyên nghiệp, lộ trình thăng tiến lên vị trí Trưởng nhóm/Trưởng ca/Giám sát đối với những bạn có hiệu suất công việc tốt Thử việc nhận 100% lương Ký hợp đồng chính thức sau 2 tháng Đóng đầy đủ BHXH, BHYT, BHTN,...theo quy định của pháp luật Hưởng % hoa hồng khi hỗ trợ khách hàng đăng ký thành công các gói dịch vụ Thưởng thâm niên Được hỗ trợ tiền gửi xe​  Thời gian làm việc:  Làm việc xoay ca, làm 6 ngày/tuần, nghỉ 1 ngày/tuần Các ca làm việc: C1: 6h30 - 14h30; C2: 14h30 - 22h30; C3: 22h30 - 6h30 Đối với những nhân sự mới vào làm chưa được phân công làm ca C3  Địa chỉ làm việc: Tầng 2, Tòa nhà 3D, Khu đô thi Handi Resco, 74 Phạm Văn Đồng, Bắc Từ Liêm, Hà Nội.","Yêu Cầu Công Việc  Tốt nghiệp Trung cấp trở lên Độ tuổi từ 20 -35 Kỹ năng giao tiếp, xử lý vấn đề tốt","Laptop,Chế độ bảo hiểm,Phụ cấp,Chế độ thưởng,Đào tạo,Phụ cấp thâm niên,Nghỉ phép năm",,Thông tin khác Bằng cấp:                Trung cấp          Độ tuổi:                Không giới hạn tuổi         Lương:                   6 Tr - 9 Tr       VND
35C15438,Junior BA/PM (Được Đào Tạo),Công ty cổ phần HaMo Holdings,15.0,20.0,,,Hà Nội,2024/11/06,"Mô tả Công việc - Triển khai các dự án CNTT được giao- Xây dựng kế hoạch triển khai ở mức tổng quan & chi tiết- Thực hiện báo cáo định kỳ dự án theo yêu cầu- Quản lý và phân tích nghiệp vụ cho dự án- Quản lý ngân sách và nguồn lực của dự án- Quản lý các thay đổi, lỗi, rủi ro của dự án- Xây dựng kịch bản test và tổ chức test với người dùng- Tổ chức, triển khai xây dựng các tài liệu cho dự án và bàn giao sang vận hành",Yêu Cầu Công Việc Trình độ học vấn: Trung cấp/Cao đẳng trở lênChuyên ngành ưu tiên: Công nghệ thông tinKỹ năng: - Có kinh nghiệm <1 năm ở vị trí tương đương- Có kiến thức về quản lý dự án và phân tích nghiệp vụ- Có hiểu biết về logic và nguyên tắc lập trìnhThời gian làm việc: 8h30 - 18h00 Thứ 2 - Thứ 6,"Chế độ bảo hiểm,Du Lịch,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương","Địa điểm làm việcHà Nội                        41 Thái Hà, Phường Trung Liệt, Quận Đống Đa, Thành phố Hà Nội",Thông tin khác Bằng cấp:                Trung cấp          Độ tuổi:                        23 - 30                 Lương:                   15 Tr - 20 Tr       VND
35C13AB0,Chuyên Viên Sản Phẩm - Giải Pháp Phần Mềm Trong Y Tế,CÔNG TY TNHH Y TẾ VIỆT TIẾN,12.0,15.0,2,5,Hồ Chí Minh,2024/10/28,"Mô tả Công việc Phân Tích Sản Phẩm và Thị Trường  - Nghiên cứu nhu cầu thị trường: Theo dõi xu hướng công nghệ, nhu cầu của người dùng, và phân tích đối thủ cạnh tranh để xác định cơ hội phát triển sản phẩm phần mềm. - Phân tích yêu cầu: Thu thập và phân tích yêu cầu từ khách hàng, người dùng, và các bên liên quan để hiểu rõ nhu cầu và mong muốn của khách hàng. Thu thập yêu cầu  - Tương tác với khách hàng và các nhóm liên quan để thu thập thông tin chi tiết về yêu cầu - Sử dụng các kỹ thuật như phỏng vấn, workshop, phân tích tài liệu để thu thập dữ liệu. Hỗ Trợ sản phẩm và Bán Hàng - Tạo tài liệu sản phẩm: Phát triển tài liệu kỹ thuật và marketing cho sản phẩm phần mềm, bao gồm hướng dẫn sử dụng, bài viết blog, và tài liệu tiếp thị. - Đào tạo đội ngũ bán hàng: Cung cấp đào tạo cho đội ngũ bán hàng và dịch vụ khách hàng về các tính năng và lợi ích của sản phẩm. - Hỗ trợ khách hàng: Giải đáp thắc mắc và cung cấp hỗ trợ cho khách hàng về sản phẩm phần mềm. Phát Triển và Quản Lý Sản Phẩm  - Lập kế hoạch sản phẩm: Xây dựng và triển khai chiến lược sản phẩm dựa trên nghiên cứu thị trường và nhu cầu khách hàng. - Phối hợp phát triển sản phẩm: Làm việc với các nhóm nội bộ như kỹ thuật, thiết kế và sản xuất để phát triển và hoàn thiện sản phẩm. - Quản lý vòng đời sản phẩm: Theo dõi và điều chỉnh kế hoạch sản phẩm trong suốt vòng đời của nó, từ giai đoạn phát triển đến khi sản phẩm được ra mắt và duy trì. Hỗ trợ phát triển và kiểm thử  - Hỗ trợ nhóm phát triển trong việc hiểu và triển khai các yêu cầu. - Kiểm tra và xác thực rằng hệ thống được xây dựng đúng theo yêu cầu Quản lý yêu cầu  - Theo dõi và quản lý sự thay đổi yêu cầu trong suốt quá trình phát triển. - Đảm bảo rằng các yêu cầu mới được đưa vào và cập nhật đúng quy trình. Tương tác với các bên liên quan  - Điều phối và tương tác với các bên liên quan như khách hàng, nhà phát triển, quản lý dự án và người sử dụng để đảm bảo sự hiểu biết và hài lòng với các yêu cầu và thiết kế hệ thống.","Yêu Cầu Công Việc Từ 2 đến 5 năm kinh nghiệm trở lên Tốt nghiệp đại học trở lên chuyên ngành Công nghệ thông tin, máy tính, hoặc phần mềm, kỹ thuật y sinh hoặc các chuyên ngành khác tương đương Có kỹ năng hướng dẫn đào tạo, phân công công việc, hướng dẫn phát triển nhân viên Có thể sử dụng tiếng Anh trong công việc là 1 lợi thế. Thành thạo các kỹ năng Word, Excel, and Powerpoint Hoạt động hướng tới khách hàng & tư duy dịch vụ 2.4 Kỹ năng Tiếng anh & Tin học văn phòng Kỹ năng làm việc:/ work skill  Biết cách xác lập chiến lược, kế hoạch và mục tiêu phát triển bản thân phù hợp với mục tiêu phát triển của Công ty Quản lý rủi ro, xử lý tình huống tốt Khả năng làm việc độc lập và làm việc nhóm Kỹ năng thu thập thông tin, dữ liệu, tổng hợp báo cáo   Kỹ năng giải quyết vấn đề Kỹ năng quản lý thời gian hiệu quả  Tác phong /:yêu cầu khác:   Tinh thần trách nhiệm và khả năng chịu áp lực cao. Nhanh nhẹn - Tự tin - Sáng tạo - Tỉ mĩ - Quyết đoán","Laptop,Chế độ bảo hiểm,Du Lịch,Phụ cấp,Đồng phục,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,Công tác phí,Nghỉ phép năm,CLB thể thao",,Thông tin khác Bằng cấp:                Đại học          Độ tuổi:                Không giới hạn tuổi         Lương:                   12 Tr - 15 Tr       VND
35C1DA55,Trợ lý phần mềm,Công Ty Cổ Phần A25 Hotel,15.0,20.0,1,2,Hà Nội,2024/10/31,"Mô tả Công việc • Quản lý và vận hành hệ thống phần mềm của công ty, bao gồm: phần mềm QLKS, Trung tâm hình ảnh• Quản lý và vận hành hệ thống website• Tiếp nhận và làm việc với đối tác cung cấp các hạng mục phần mềm cho Công ty• Khảo sát, nghiên cứu, và triển khai các dự án liên quan đến CNTT, phần mềm, ứng dụng được BLĐ giao phóHỗ trợ các phòng ban/cơ sở sử dụng ứng dụng, phần mềm. Theo dõi, kiểm tra lỗi các phần mềm, website để kịp thời xử lý• Phát triển hệ thống phần mềm cho doanh nghiệp.• Xây dựng phần mềm đáp ứng công việc và số hóa các công đoạn thủ công trong môi trường doanh nghiệp.• Check lỗi / fix lỗi tối ưu Website - Ứng dụng đang có• Phối hợp giữa các nhóm, đối tác để nghiên cứu, thiết kế, lập trình tính năng theo từng yêu cầu, từng thời điểm• Tương tác với các hệ thống đang có để kết nối data và đồng bộ dữ liệu.• Tối ưu code để nâng cao hiệu năng, chất lượng hệ thống.Báo cáo và thực hiện các công việc khác theo yêu cầu của đội nhóm","Yêu Cầu Công Việc • Có tinh thần học hỏi, làm việc độc lập và theo nhóm• Có kiến thức cơ bản tốt về lập trình hướng đối tượng – lập trình bất đồng bộ• Có kinh nghiệm làm việc với các hệ quản trị cơ sở dữ liệu database - stored procedure• Thành thạo ít nhất 1 hệ quản trị cơ sở dữ liệu database• Có kiến thức về hệ thống Network và bảo mật hệ thống• Khả năng tư duy tốt và chịu áp lực trong công việc• Có ít nhất 01 năm kinh nghiệm ở vị trí tương đương• Có Kiến thức về Sever - Quản trị sever windows – linuxCó kiến thức Quản trị website – tối ưu website","Chế độ bảo hiểm,Du Lịch,Phụ cấp,Đồng phục,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,Công tác phí,Phụ cấp thâm niên,Nghỉ phép năm,CLB thể thao","Địa điểm làm việcHà Nội                        98 Sơn Tây, Kim Mã, Ba Đình, Hà Nội",Thông tin khác Bằng cấp:                Cao đẳng          Độ tuổi:                        22 - 40                 Lương:                   15 Tr - 20 Tr       VND
35C1DA16,Senior System Administration,NETNAM CORP.,,,1,5,Hồ Chí Minh,2024/10/31,"Mô tả Công việc   Quản trị và vận hành các hạ tầng ảo hóa như VMware, Proxmox, Hyper-V, hệ thống lưu trữ và backup     Quản trị vận hành hệ thống nội bộ gồm: Mail server, DNS server, các website nội bộ, hệ thống giám sát, ticketing, cơ sở dữ liệu và hệ thống log     Quản trị vận hành các dịch vụ cung cấp cho khách hàng: hệ thống gửi mail Digipost, Internet Gateway HSIA, hệ thống chứng thực Radius, và các dịch vụ liên quan     Định kỳ đánh giá hiệu suất của các hệ thống và dịch vụ, lập báo cáo và đề xuất kế hoạch nâng cấp, cải tiến     Nghiên cứu và triển khai các giải pháp hệ thống cho nội bộ và khách hàng. Xây dựng các công cụ hỗ trợ vận hành, tự động hóa quy trình (automation)","Yêu Cầu Công Việc   Tối thiểu 5 năm kinh nghiệm ở vị trí tương đương     Có kinh nghiệm quản trị các hệ thống ảo hóa (VMware, Hyper-V, KVM), lưu trữ (NAS, SAN) và backup (Acronis, Veeam)     Có kinh nghiệm triển khai và quản lý các web server (Nginx, Apache), hosting, Docker và Git     Có kinh nghiệm quản trị một trong các hệ thống giám sát (Icinga, Zabbix, Cacti, Grafana), cùng hệ thống thu thập log (ELK, Splunk)     Có kinh nghiệm làm việc với phần cứng của các máy chủ Dell, HP, IBM     Có tư duy logic, ham học hỏi và đam mê công nghệ     Kỹ năng lập kế hoạch, làm việc độc lập và theo nhóm. Kỹ năng thuyết trình và giao tiếp tốt     Đọc hiểu tài liệu tiếng Anh chuyên ngành     Tốt nghiệp đại học chuyên ngành CNTT, Điện tử Viễn thông hoặc ngành liên quan    Ưu tiên:    Có kiến thức/kinh nghiệm triển khai các giải pháp dịch vụ trên nền tảng cloud (public/private)     Có khả năng lập trình (bash shell, python/diango, perl, API)      Có các chứng chỉ quốc tế như VCP, LPI, CCNA, Az104, …    QUYỀN LỢI CÔNG VIỆC:   Thưởng lễ, tết, lương tháng 13 và nghỉ phép theo quy định     Phụ cấp cơm trưa, được cấp laptop và giữ xe miễn phí     Được hưởng các gói bảo hiểm sức khỏe 24/7, bảo hiểm tai nạn và các loại bảo hiểm khác theo quy định của nhà nước     Khám sức khỏe định kỳ hàng năm tại các phòng khám đa khoa quốc tế, tiêm phòng vacxin phòng ngừa cúm     Các hoạt động thể thao như đá bóng, chạy bộ, cầu lông     Ít nhất một chuyến du lịch nước ngoài; 1 chuyến teambuilding trong nước, các hoạt động Tân Niên, Tất Niên   Cơ hội thăng tiến, phát triển, lộ trình nghề nghiệp rõ ràng","Laptop,Chế độ bảo hiểm,Du Lịch,Phụ cấp,Du lịch nước ngoài,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,Nghỉ phép năm","Địa điểm làm việcHồ Chí Minh                        Nguyễn Thị Minh Khai, phường Đa Kao, Quận 1, Hồ Chí Minh",Thông tin khác Bằng cấp:                Đại học          Độ tuổi:                        25 - 32                 Lương:       Cạnh tranh
35C21A66,Chuyên viên cao cấp Quản lý Rủi ro Công nghệ thông tin,Ngân Hàng TMCP Tiên Phong (TPBank),,,3,5,Hà Nội,2024/11/15,"Mô tả Công việc Tham gia xây dựng, triển khai, góp ý các chính sách quy định, mô hình và công cụ quản lý, đo lường, chốt chặn rủi ro liên quan đến an toàn hệ thống CNTT. Nhận diện, phân tích, đánh giá rủi ro tiềm ẩn, đề xuất các giải pháp giảm thiểu rủi ro cho hệ thống CNTT. Cập nhật, theo dõi các rủi ro đã được ghi nhận và biện pháp hành động lên hệ thống quản lý rủi ro. Tư vấn cho các Đơn vị tuân thủ quy định về dữ liệu cá nhân theo ND13.  Thực hiện rà soát phân quyền và quản lý sự cố CNTT. Tham gia triển khai các dự án/công việc liên quan đến rủi ro công nghệ thông tin.","Yêu Cầu Công Việc Tốt nghiệp đại học chuyên ngành CNTT. Có từ 03 năm kinh nghiệm trở lên trong lĩnh vực quản trị rủi ro CNTT.   Ưu tiên từng làm tại bộ phận quản trị rủi ro của các ngân hàng, doanh nghiệp lớn, kiểm toán, công ty công nghệ thông tin. Có kỹ năng lập kế hoạch, tổ chức và kiểm soát công việc.  Có kỹ năng soạn thảo quy trình, quy chế, xây dựng biểu mẫu báo cáo.  Am hiểu các tiêu chuẩn ISO, PCI DSS, TT09 NHNN. Khả năng làm việc dưới áp lực cao, tuân thủ các KPI và SLA của NH.",,,Thông tin khác Bằng cấp:                Đại học          Độ tuổi:                Không giới hạn tuổi         Lương:       Cạnh tranh
35C21083,Senior Cyber security Specialist,Công Ty Cổ Phần GreenFeed Việt Nam,,,3,5,Hồ Chí Minh,2024/11/30,"Mô tả Công việc MỤC ĐÍCH:  Đảm bảo an toàn cho cả hệ thống IT và OT của tập đoàn GREENFEED bao gồm: Xử lý và khắc phục kịp thời mọi sự cố bảo mật. Duy trì các chính sách bảo mật nghiêm ngặt theo các tiêu chuẩn, giao thức, khuôn khổ an ninh mạnh, đồng thời đảm bảo tổ chức tuân thủ Luật An ninh mạng và chủ động ngăn chặn các mối đe dọa. Đóng góp vào việc xây dựng chiến lược & kiến trúc bảo mật cho hạ tầng & ứng dụng Tham gia xây dựng và phát triển đội ngũ hoàn chỉnh kiến trúc nhân sự của bộ phận an ninh mạng.  NHIỆM VỤ CHÍNH:​ 1. Triển khai các dự án, chính sách an ninh mạng.​  Triển khai, quản lý và vận hành các hệ thống bảo mật tại tại Tập đoàn GreenFeed. Thiết lập và giám sát tình trạng bảo mật và thất thoát dữ liệu trên toàn hệ thống của tập đoàn. Ứng phó và xử lý các sự cố bảo mật. Chịu trách nhiệm cho việc thống kê, báo cáo Cyber security Report/Cyber Security Dashboard. Đánh giá bảo mật cho các ứng dụng, kết nối mạng trước khi go-live và trong khi vận hành Tham gia thiết kế/đánh giá kiến trúc hạ tầng bảo mật. Đề xuất các phương án để ngăn ngừa các sự cố trong tương lai và cải thiện an ninh mạng Phối hợp với bộ phận quản lý rủi ro để đảm bảo các rủi ro an ninh mạng được đánh giá, ghi nhận và có hành động khắc phục kịp thời Chuyên gia về vấn đề an ninh mạng trong các cuộc điều tra sự cố an ninh mạng và vi phạm. Tham gia lập kế hoạch triển khai hệ thống thông tin và chính sách an ninh mạng  2. Quản lý các tiêu chuẩn và chính sách an ninh mạng  Chịu trách nhiệm triển khai các Chính sách Bảo mật, quản lý thay đổi cấu hình Firewall & các hệ thống bảo mật. Xây dựng các chính sách và khuôn khổ để thực hiện đánh giá rủi ro an ninh mạng và kiểm toán tuân thủ Phối hợp với IT các Ngành, lập ngân sách cho phần bảo mật của toàn tập đoàn và đảm bảo các tiêu chuẩn và chính sách an ninh mạng được thực thi Tìm hiểu các xu hướng rủi ro an ninh mạng và cập nhật các tiêu chuẩn, chính sách an ninh mạng phù hợp với nhu cầu của Green Feed và các xu hướng. Tham gia viết Qui trình bảo mật, chính sách CNTT và hệ thống tài liệu cho bộ phận an ninh mạng làm cơ sở để duy trì và thực thi các tiêu chuẩn an ninh mạng  3. Quản lý đối tác nội bộ, người dùng  Tham gia thiết kế các nội dung cho phần awareness - nâng cao nhận thức bảo mật & bảo vệ dữ liệu cho toàn tập đoàn. Nâng cao nhận thức để các thành viên của IDT hiểu rõ hơn về vai trò của họ trong việc đảm bảo an ninh mạng trong Green Feed  4. Phát triển năng lực bản thân  Nghiên cứu và đưa ra những sáng kiến, công nghệ mới Lập kế hoạch triển khai ý tưởng công nghệ mới","Yêu Cầu Công Việc  Tối thiểu 5 năm hoạt động trong lĩnh vực công nghệ thông tin, tối thiểu3 năm kinh nghiệm trong lĩnh vực bảo mật Hiểu rõ về có kinh nghiệm về các mô hình, chính sách, kiến trúc bảo mật theo tiêu chuẩn quốc tế Có khả nâng phân tích, thiết kế hệ thống bảo mật trong môi trường doanh nghiệp, bao gồm nhưng không giới hạn trong mạng nội bộ, cloud, kiến trúc phân tầng, phân vùng, zero trust, microservice, serverless, data security... Chứng chỉ chuyên môn: các chứng chỉ bảo mật quốc tế như CISSP (Certified Information Systems Security Professional), CCSP (Certified Cloud Security Professional), CEH (Certified Ethical Hacker), hoặc các chứng chỉ liên quan khác. Đã từng làm việc với các hệ thống bảo mật lớn, quản lý các sự cố bảo mật nghiêm trọng và triển khai các giải pháp bảo mật toàn diện. Hiểu biết chuyên sâu về các công nghệ bảo mật, kiến trúc bảo mật, mã hóa, quản lý rủi ro, và tuân thủ quy định. Kinh nghiệm triển khai và quản lý các hệ thống ngăn chặn rò rỉ dữ liệu (DLP) và bảo mật dữ liệu nhạy cảm. Khả năng phân tích các mối đe dọa bảo mật phức tạp, đề xuất các giải pháp hiệu quả và xử lý sự cố kịp thời. Kinh nghiệm đảm bảo sự tuân thủ với các tiêu chuẩn bảo mật và quy định ngành. Khả năng làm việc hiệu quả với các bộ phận khác trong tổ chức để đảm bảo các biện pháp bảo mật được thực hiện đồng bộ và toàn diện. Luôn cập nhật với các xu hướng và công nghệ bảo mật mới nhất, có khả năng đánh giá và triển khai các giải pháp bảo mật tiên tiến.",,"Địa điểm làm việcHồ Chí Minh                        72-74 Nguyễn Thị Minh Khai, Võ Thị Sáu, Quận 3, Hồ Chí Minh",Thông tin khác Bằng cấp:                Đại học          Độ tuổi:                Không giới hạn tuổi         Lương:       Cạnh tranh
35C14F33,System Admin (ComLIMS),EUROFINS VIETNAM,,,1,2,Hồ Chí Minh,2024/11/04,"Mô tả Công việc Overview of duties: Must liaise with the IT Solution Manager and Division ComLIMS Responsible to check the accordance between the chosen strategy and the version of system deployed in the Lab and the possible evolutions of system.1. Help the Managing Director to define strategies to structure the services produced by the Lab using system concepts, and strategies to structure the services sold or cross-sold by the Lab. This includes strategies for (non-exhaustive list):Defining Lab PortfoliosDefining the Customer Sales Catalogue PortfoliosStructuring the Quotations per CustomerDefining rules on how to assign Rights for system applications2. Supervise and maintain the Lab, Commercial item portfolio to ensure that it is in agreement with the defined strategies and in agreement with the Group System Team. This includes:Defining and implementing a clear information flow involving the Quality manager, Production manager to ensure that technical and non-technical information of Tests Performed is up-to-date and do not deviate from what is produced in the Lab;Defining and implementing a strategy to check the System Data, manage the maintenance requests sent by the Group System Team;Defining a strategy to give System RightsDefining workflows how to manage Tests performeded by External Subcontractors;Ensuring that best practice for Interco Subcontracting;Organizing audits to ensure that the Lab System Users are implementing the strategies defined.3. Organise the System Community. This includesTraining and supervising the Lab System Users;Organising the help desk for Lab System Users;Dispatching the information related to System from the Group System Team to the Lab if appropriate;Attending System Customer Forum, Group System training sessions, read all the documentation sent by the Group System Team;Reporting relevant Business Requirements to the Group System Team, reporting bugs that have been encountered in System to the Group System Team;Requesting System Rights for (new) Users;For new Lab: Presenting System tools and strategies defined by the Lab, helping them to define their Portfolio.-------------------------------------------Definition of ComLIMS Applications:ComLIMS Applications are IT Tools managed at Group level by the Group ComLIMS Team. They host the repository of services sold/cross-sold and mostly produced/performed by Eurofins laboratories, exceptionally by External Subcontractors. They enablethe Laboratories to register and organise their Offer in a Group-wide homogenous structurethe Sales Teams to create/maintain Quotations for Trade AccountThe ComLIMS Applications are key tools to the Production organisation, the Sales and the Accounting processes, since they strongly interact with other Eurofins Applications (Client Database, Laboratory management tools, Accounting tools etc.).Through the ComLIMS Applications, the Group ComLIMS Team provides toolsFor Lab to manage the Commercial Items that it producesFor Sales to manage the Commercial Items it sellsComLIMS Applications cover options and concepts of the business requirements of several Divisions of testing.","Yêu Cầu Công Việc 1-2 years of experience in testing lab.Bachelor degree in chemicalFluent in English (especially in listening and speaking)Be able to grasp complex concepts, have a very structured mindHave a strong sense of detailHave very good communication skillsBe able to defend his/her position with sound argumentsFamiliar with MS Office applications (Word, Excel,…)","Laptop,Chế độ bảo hiểm,Du Lịch,Phụ cấp,Đồng phục,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,Nghỉ phép năm","Địa điểm làm việcHồ Chí Minh                         Lô II, 12 Đ. 19/5A, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh",Thông tin khác Bằng cấp:                Đại học          Phụ cấp khác:        Lunch allowanceMilk Support Thời gian thử việc: Full salary on probation  Độ tuổi:                Không giới hạn tuổi          Thời gian làm việc: Mon-Fri (8:00am - 5:00pm)  Phúc lợi:      Full package of social insuranceAdding package of health insurance13th month bonusKPI bonus Ngày nghỉ: 15-17 leaves per year Lương:       Cạnh tranh
35C1E1C7,IT Project Manager,Công Ty CP Vàng Bạc Đá Quý Phú Nhuận - PNJ,,,6,10,Hồ Chí Minh,2024/11/20,"Mô tả Công việc Objective Quản lý danh mục các dự án do Khối CNTT phụ trách, nhằm đảm bảo việc thực thi có hiệu quả chiến lược tập đoàn PNJ. Tổ chức triển khai thực hiện các Dự án do Khối CNTT chịu trách nhiệm. Responsibilities 1. Tư vấn cho các Ban Dự án việc xây dựng Kế hoạch triển khai chi tiết các dự án cấp Công ty, cấp Khối • Phối hợp với các đơn vị liên quan về nhu cầu dự án, thực hiện đánh giá tính khả thi dự án; xác định phạm vi dự án và các mối quan hệ giữa các dự án. • Đề xuất lộ trình về thời gian và nguồn lực triển khai các dự án trong năm. 2. Quản lý việc triển khai các dự án chiến lược cấp Công ty, cấp Khối • Giám sát việc các đơn vị chịu trách nhiệm triển khai Dự án lập kế hoạch triển khai và kick off dự án. • Phân công thành viên bộ phận Quản lý Dự án tham gia vào các Dự án cấp Công ty (bắt buộc) và cấp Khối (nếu phù hợp) để thực hiện chức năng quản lý dự án hoặc giám sát, điều phối liên đơn vị (tuỳ tính chất của Dự án). • Theo dõi, tổng hợp, báo cáo tiến độ các Dự án trong danh mục. • Đề xuất, tư vấn giải pháp đứng từ góc độ Quản trị dự án để khắc phục các khó khăn, quản lý các rủi ro, quản lý sự thay đổi phát sinh gặp phải trong quá trình Dự án triển khai. • Kiểm tra việc đánh giá tính hiệu quả của Dự án.Đánh giá tính hiệu quả của dự án. 3. Quản lý danh mục dự án cấp Công ty và cấp Khối. • Theo dõi, báo cáo tiến độ dự án cho toàn bộ các dự án trong danh mục cho Ban điều hành. • Cảnh báo các rủi ro liên quan giữa các dự án. • Đề xuất giải pháp khắc phục và hạn chế rủi ro. 4. Tổ chức triển khai các Dự án do K.CNTT chịu trách nhiệm • Phối hợp với các bộ phận liên quan trong K.CNTT, thực hiện đánh giá tính khả thi dự án và phương pháp thực hiện. • Xây dựng kế hoạch triển khai Dự án chi tiết, chuẩn bị nguồn lực, bao gồm ngân sách, nhân sự, kết nối với các đơn vị liên quan. • Đề xuất thành lập Ban Dự án, khởi tạo và kick off Dự án. • Quản lý Dự án, bao gồm quản lý rủi ro và quản lý sự thay đổi. • Đánh giá hiệu quả triển khai của Dự án. 5. Quản lý các mối quan hệ bên trong và bên ngoài Khối • Quản lý danh mục các đối tác. • Lập lịch và theo dõi lịch làm việc của nhân lực K.CNTT với các đối tác bên trong và bên ngoài. • Quản lý việc truyền thông các kết quả dự án đạt được. 6. Xây dựng qui trình làm việc & Tổ chức huấn luyện, đào tạo chia sẽ đội nhóm và đánh giá KPI • Đề xuất các chương trình đào tạo thích hợp theo lộ trình phát triển cá nhân và nhân sự cùng bộ phận • Tổ chức các buổi huấn luyện, chia sẻ kỹ năng chuyên môn cho nhân viên nội bộ và ngoại Khối • Xây dựng văn hóa làm việc đội nhóm một cách tích cực.","Yêu Cầu Công Việc Education / Knowledge • Tốt nghiệp Đại học trở lên chuyên ngành Quản trị kinh doanh/ Công nghệ thông tin hoặc chuyên ngành khác liên quan • Các học vấn khác cần cho ngành nghề: các chứng chỉ liên quan đến quản lý dự án. • Am hiểu về cách thức triển khai và quản lý dự án. Experiences • Tối thiểu 5 năm kinh nghiệm trở lên ở vị trí Quản Lý Dự Án Skills Kỹ năng công việc: - Tổ chức dự án/ Quản lý dự án. Kỹ năng mềm: - Kỹ năng tư duy phản biện (Critical thinking) - Kỹ năng phân tích, giải quyết vấn đề (Analytical skills, Problem solving, Solution-oriented) - Kỹ năng giao tiếp hiệu quả (bao gồm nói và viết) tốt Tiếng Anh, Tiếng Việt - Kỹ năng quản lý đối tác (cross-function collaboration, stake-holder management) - Kỹ năng quản lý sự ưu tiên - Self-reflection skills","Laptop,Chế độ bảo hiểm,Phụ cấp,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo",,Thông tin khác Bằng cấp:                Đại học          Độ tuổi:                Không giới hạn tuổi         Lương:       Cạnh tranh
35C14E11,GAME DESIGNER - LẬP KẾ HOẠCH CHO GAME,Koei Tecmo Software Vietnam,,,,,Hà Nội,2024/11/04,"Mô tả Công việc NỘI DUNG CÔNG VIỆC: + Lên kế hoạch/phát triển/vận hành các Game ứng dụng smartphone đang vận hành tại thị trường Nhật Bản và các thị trường trên toàn cầu + Thiết kế những tính năng trong game + Lên ý tưởng thiết kế UI, UX cho hệ thống game + Điều chỉnh cân bằng game + Làm việc cùng CG Artists, Programmer, Tester nhằm đảm bảo tính năng trong game được thực hiện đúng + Phân tích số liệu, phản hồi của người dùng nhằm đưa ra cải tiến cho game CHẾ ĐỘ ĐÃI NGỘ: - Chế độ lương tương xứng với năng lực và theo đánh giá nhân sự. - Thưởng Tết và thành tích kinh doanh - Trợ cấp năng lực tiếng Nhật JLPT hàng tháng - Học tiếng Nhật  ( Chi phí Công ty chi trả ) - Có cơ hội đi đào tạo và làm việc tại Nhật và Singapore - Chế độ phúc lợi đầy đủ (tham gia BHXH, BHYT, BHTN theo quy định, du lịch công ty, tiệc năm mới, tiệc đón nhân viên mới, tiệc chúc mừng sinh nhật, tiệc Noel...) - Thẻ Bảo hiểm sức khỏe, tai nạn cho nhân viên - Nghỉ thứ bẩy và chủ nhật và các ngày nghỉ Lễ Tết khác theo quy định.",Yêu Cầu Công Việc + Tiếng Nhật JLPT N2 trở lên. + Đã tốt nghiệp Đại học hoặc sắp tốt nghiệp Đại học,"Chế độ bảo hiểm,Du Lịch,Phụ cấp,Đồng phục,Chế độ thưởng,Chăm sóc sức khỏe,Tăng lương,Công tác phí,Phụ cấp thâm niên,Nghỉ phép năm",,Thông tin khác Độ tuổi:                Không giới hạn tuổi         Lương:       Cạnh tranh
