job_id,job_title,company,salary_min,salary_max,yrs_of_exp,job_city,due_date,job_details,job_requirements,job_benefits,location
1822748,Chuyên Viên IT (Network),Công Ty Cổ Phần Thiết Bị Công Nghiệp Geic,,,1,Hà Nội,18 ngày,"-	Cài đặt, cấu hình, tích hợp các giải pháp Server, Blade Chasiss, Storage, Appliance, SAN Switch (HP, IBM, Dell, Brocade, ...)-	Cài đặt, cấu hình, tích hợp các giải pháp về ảo hóa (Vmware, OVM, Hyper-V…)-	Cài đặt, cấu hình, tích hợp hệ điều hành Linux (Redhat, Centos, SuSe, Oralce Linux...) và ứng dụng trên hệ thống máy chủ theo yêu cầu từng dự án.-	Am hiểu kiến trúc hạ tầng hệ thống trung tâm dữ liệu (hệ thống máy chủ, lưu trữ, backup, hệ thống mạng…v.v.)-	Có kinh nghiệm triển khai, cài đặt với một trong các mảng: thiết bị máy chủ, lưu trữ của IBM, HPE, Dell.-	Có kinh nghiệm triển khai, cài đặt các sản phẩm, giải pháp của một trong các hãng Red Hat, Vmware.-	Xây dựng thiết kế hệ thống mạng doanh nghiệp, LAN, Wifi, Vocie-	Lập trình thành thạo các thiết bị switch Cisco C9300, C9200, C3850, C2960…vv-	Lập trình các thiết bị tường lửa Fortinet 61F, 100F, 200F","1.	Trình độ học vấn: Đại học2.	Chuyên ngành: Công nghệ thông tin3.	Chứng chỉ: Ưu tiên các bạn có chứng chỉ;-	Chứng chỉ CCNA - Cisco Certified Network Associate-	Chứng chỉ Microsoft AzureHoặc:-	Chứng chi VMware Exsi-	VMware Certified Associate (VCA)-	VMware Certified Professional (VCP)-	Microsoft Certified: Azure Administrator Associate-	Chứng chỉ CCNA - Cisco Certified Network Associate.	4.	Kinh nghiệm: 01 năm kinh nghiệm tại vị trí tương đương5.	Kiến thức chuyên môn: Có kiến thức chuyên môn tốt về công việc đảm nhiệm6.	Tin học: Sử dụng thành thạo các phần mềm Office	7.	Ngoại ngữ: Đọc, dịch tài liệu Tiếng Anh chuyên ngành, cơ bản8.	Kỹ năng: - Kỹ năng làm việc nhóm- Kỹ năng kiểm tra, giám sát9.	Thái độ/tố chất:- Trung thực, thẳng thắn- Khả năng học hỏi- Linh hoạt và thích nghi	10. Yêu cầu khác- Chịu được áp lực cao trong công việc- Có khả năng đi công tác	LƯƠNG VÀ PHÚC LỢI:-	Mức lương: Thỏa thuận theo Năng lực-   Thưởng các dịp Lễ - Tết, chế độ nghỉ mát, Khám sức khỏe…..-	BHXH : đóng trên mức lương chính thức theo Quy định-	Thử việc: Hưởng 85% lương-	Thời gian làm việc: 08h00-17h00 từ thứ Hai – thứ Sáu hoặc theo quy định công ty tùy từng thời kỳ-	Được làm việc trong môi trường chuyên nghiệp, thân thiện, cơ hội thăng tiến, cơ hội Đào tạo và Nâng cao nghiệp vụ cùng các chuyên gia","ThưởngMức lương: thỏa thuận theo năng lực. Thưởng theo đánh giá hiệu quả công việc, thưởng các dịp Lễ TếtĐào tạoĐược làm việc trong môi trường chuyên nghiệp thân thiện, cơ hội thăng tiến, cơ hội đào tạo và nângCơ hội du lịchChế độ nghỉ mát hàng năm","Tầng 9, Gelex Tower, số 52 Phố Lê Đại Hành, Hai Bà Trưng, Hà Nội, Việt Nam"
1826427,Quality Engineer,"Molex Vietnam Co., Ltd.",,,5,"Hà Nội, Bắc Giang",28 ngày,"Molex is looking for a contribution motivated talent for Engineering Department who are willing to learn and work well with the teamOUR TEAMYou will take in charge for enhancing quality control in our supplier site, to be responsible for process & product quality control on transferred production from incoming materials to OQC. Based in our supplier and work at the site to take as the bridge between the production line of our supplierand Molex Zhuhai (Molex Chu Hải) QA to ensure Zhuhai site can know the quality status in real time.DUTIES & RESPONSIBILITIES:1. Response for products non-conformity, organize source to provide the quality solution, riskassessment, containment, corrective and preventive action, and verify the effectiv;2. Improve product shipping quality by control 4M1E to ensure no batch Quality Issue and reduceRMA rate3. Handling the customer complaint or RMA or customer service by coordinate resources to meetcustomer expectation4. Conduct audit activity or preparation of customer audit;5. Follow Zhuhai quality requirement to carry out quality management activities and feedback thequality case","1. Education background: college/university with technical related majors (Bachelor’s degree in engineering in Mechanical/optical/Physics/electrical Engineering)2. Working experience:+ Preferred candidate with at least 3 years of relevant experience in quality management in manufacturing company+ Preferred candidates with experience of the electronics or optical communication industry3. Skill and abilities• English and Chinese and Vietnamese communication• Good knowledge of 5W2H, 7QC tools, 8D, GR&R, FMEA• Willing to join long time training (six months to one year at Zhuhai)• Knowledge of optical components and subsystems• Familiar with manufacturing processes","ThưởngThưởng lương tháng thứ 13, thưởng theo năng lựcChăm sóc sức khoẻGói bảo hiểm sức khỏe cho nhân viênĐào tạoCơ hội đào tạo tại nước ngoài (6 tháng đến 1 năm)Xem thêm","Lô P15, KCN Thăng Long, Kim Chung, Đông Anh, Hà Nội; KCN Quang Châu, Việt Yên, Bắc Giang"
1830522,Internship QC (Internship/fresh Graduate Student),"ARIS Vietnam Co., Ltd",3.6,,0,Hà Nội,8 ngày,"•	Comply with company policies and maintain a positive working attitude.•	Complete tasks assigned by the mentor with the highest level of quality.•	Be willing to learn and take on project tasks as needed to improve professional skills.Training content:•	Specialized study in registered programming languages/fields.•	Understand how the project operates.•	Read, comprehend, and analyze specification documents.•	Develop a professional mindset and soft skills for the workplace.•	Learn to use tools such as SourceTree, Git, etc.•	Learn how to manage source code effectively.","•	Execute automation testing for web applications.•	Review the specification documents, identify unclear or inconsistent items, and clarify them through Q&A.•	Create a Test Plan, Test Cases, Test Scenarios, and implement tests.•	Write the SRS document if applicable.•	Set up the testing environment.•	Identify and verify bugs.•	Manage and report testing results to the QC leader and PM.•	Communicate directly with the team and customers about issues or problems.Conditions:•	Final-year student, fresh graduate, or intern in IT-related majors.•	Strong teamwork attitude and eagerness to learn new technologies.•	GPA over 7/10 is a plus.•	Knowledge of programming languages such as Java, Python, or JavaScript is a plus.•	Availability of at least 3 days per week is required.•	Internship duration: 3 months (subject to change based on specific circumstances).Benefits:o	Internship:•	Allowance: ~ 150 USD per month (for Internship) + project bonus (if you join a project).•	Priority will be given for consideration for permanent employment after successfully completing the internship period.•	A beautiful and modern working environment with youthful, energetic coworkers and relaxation areas.•	Year-end parties; quarterly team-building activities; sports club; celebrations for Women's Day, Children's Day, Mid-Autumn Festival, and other benefits according to company policies;•	Free coffee and snacks available in the pantry.•	Parking allowance provided.o	Fresher (for official employees after passing the probation period):•	High salaries for high performance; 100% salary during the probation period.•	Performance reviews conducted twice a year, based on job outcomes; includes a 13th-month salary and project bonuses.•	A minimum of 13 days of paid leave annually, which includes one day off for your birthday (for official employees).•	Annual company trips and year-end parties; team-building activities and other benefits according to company policies.•	Opportunity to join training courses in Japan.","ThưởngSalary Review: 2 times/year, 13th month salary, project bonus, Full paid probation.Nghỉ phép có lươngWork off on Sat and Sun by weekly, birthday leave, public holidays according to Vietnam LaborHoạt động nhómInteresting extra-curricular activities and other welfare accordance of the company","Detech Tower 2, Đường Nguyễn Phong Sắc, Dịch Vọng Hậu, Cầu Giấy, Hà Nội, Việt Nam"
1837734,"Officer, IT Operations",Techcombank,24.0,60.0,2,Hà Nội,1 tháng,"Mục tiêu- Vận hành hệ thống: Trực tiếp thực hiện các hoạt động giám sát, vận hành, triển khai thay đổi, xử lý các sự cố hạ tầng máy chủ, dịch vụ hệ thống của ngân hàng- Hỗ trợ người dùng: Trực tiếp thực hiện hỗ trợ người dùng lĩnh vực mạng trong các hoạt động hàng ngày, đảm bảo các vấn đề của người dùng được xử lý nhanh nhất, hiệu quảTrách nhiệm chínhTrách nhiệm trong vận hành hệ thống: Các máy chủ AIX, Linux, Windows, ESX, PowerE980, Netbackup, Active directory, Office365, Storage.- Giám sát và báo cáo tình trạng hoạt động hằng ngày của hệ thống, dịch vụ, máy chủ. báo cáo tình trạng hệ thống.- Cập nhật các tài liệu vận hành hệ thống. Quản lý, cập nhật CMDB cho hệ thống- Nghiên cứu, triển khai các giải pháp để tối ưu năng lực hệ thống- Cải tiến các quy trình làm việc để nâng cao hiệu quả hoạt động- Thực hiện các công việc vận hành đặc biệt: Xử lý các sự cố, vấn đề, thực hiện kiểm thử dự phòngCác trách nhiệm khác:- Tham gia các dự án công nghệ theo phân công.- Tham gia xử lý rủi ro công nghệ theo phân công. - Thực hiện các công việc khác theo yêu cầu của các cấp quản lý.","Bằng cấp, Kinh nghiệmBằng cấp:- Chuyên ngành CNTT hoặc điện tử viễn thôngKiến thức chuyên môn- Kiến thức chuyên sâu về hệ thống Network và Security, hiểu rõ các thành phần chức năng mạng trong một doanh nghiệp lớn.Ưu tiên các ưng viên có những kiến thức, hiểu biết về các công nghệ sau:- Có kiến thức vận hành, triển khai các các công nghệ AIX, Linux, Windows, ESX, PowerE980, Netbackup, Active directory, Office365, Storage,… - Có kiến thức vận hành và triển khai Cloud : AWS- Có kiến thức, kinh nghiệm tốt về tự động hóa như : Python, Ansible, Jenkin, Git ...- Kinh nghiệm làm việc trong lĩnh vực hạ tầng công nghệ: có ít nhất 2 năm kinh nghiệm trong mảng Infrastructure Operations- Ngoại ngữ (Tiếng Anh): theo yêu cầu của ngân hàng của từng thời kỳ",Thưởng13th month salary + performance bonusChăm sóc sức khoẻAdvanced health insurance for you and your familyNghỉ phép có lươngPreferential loan policy for Techcombank’s employees,"119 Trần Duy Hưng, Cầu Giấy, Hà Nội"
1831719,Cobol Developer Intern,Capgemini Vietnam,,,0,Hồ Chí Minh,11 ngày,***You ALL can apply to this internship with description as belowo Learn and practice COBOL programming language. o Learn Insurance domain knowledge.o Learn best international practices of software development.o Extensive coaching and also career counseling.o Development of professional skill and competencies.o Access to a dynamic corporate environment and culture.,"• Final year students or new graduates in College/ University, major in Information Technology/ Computer Science or/ with technical background.• Good communication in French.• Self-motivated, committed and confident.• Able to work fulltime.• Vietnamese candidate only. ***Benefits• International and professional working environment, long term and growing career path.• Internship allowance• Training: regular training for employee to develop personal skill, French language training open.• Laptop is provided ","ThưởngCompetitive salary, health insurance covered for employee and dependentsĐào tạoReceiving training opportunities including many technical seminars and soft skill training coursesKhácGood opportunity for promotion through regular performance review system","Centre Point, 106 Nguyễn Văn Trỗi, Phường 08, Quận Phú Nhuận, Thành phố Hồ Chí Minh"
1834923,System Operations Coordinator,Tenzing Pacific Services Ltd.,8.0,12.0,0,Hồ Chí Minh,22 ngày,"Overview:We are looking for a proactive and detail-oriented System Operations Coordinator to join our growing team. The ideal candidate will have a strong passion for product development, enjoy working with data and system management, and demonstrate a customer-centric mindset. This is an exciting opportunity for someone who is eager to learn and grow within the product management space. You will assist in all aspects of the product journey, ensuring the user experience is seamless from onboarding through continued use of our products.Key Responsibilities:• Regularly update and maintain product and pricing data within the system to ensure accuracy and reliability• Collaborate with the internal team in product development and bug fixing, ensuring that requirements and feedback from the customers are addressed promptly to improve product quality• Assist with the onboarding of new customers to the system, providing guidance and support to ensure successful adoption of the product• Create, update, and distribute user manuals, guides, tutorials, and instructional videos to help customers effectively navigate and utilize the system• Provide timely and professional assistance to customers, guiding them through the system's features and resolving any issues they may encounter• Perform any additional tasks assigned by the supervisor to support overall team and product goals","• Intermediate to proficient English skills• Bachelor’s degree or equivalent experience in a related field (Business, Economics, System Management, IT, etc.)• Strong proficiency in working with numbers and data, along with keen attention to detail and accuracy in all tasks• A proactive problem-solving mindset focused on delivering high-quality customer service• Design skills are a plus, especially in creating visual content, user-friendly materials, or instructional videos.• No prior work experience is required; we welcome fresh graduatesBenefits:● Base salary: 8 - 12M VND (depending on experiences and skills) with full socialinsurance coverage● Additional allowances: 2M VND● Enjoy a 5-day workweek with public holidays off as per Vietnamese law, along withoccasional extra days off for holidays and happy hours● Up to 15.5 days of annual leave● Dynamic, English-speaking international company● Bao Viet health insurance after successfully completing the probation period● Annual health check-up program","ThưởngAttractive Base SalaryChăm sóc sức khoẻBao Viet health insurance after successfully completing the probation periodNghỉ phép có lươngEnjoy a 5-day workweek with public holidays off as per Vietnamese law, along with occasional extra days off for holidays and happy hoursUp to 15.5 days of annual leave","4F, 103 Pham Viet Chanh, Ward 19, Binh Thanh Dist. HCMC"
1831860,[BD] Senior IT Consultant Manager,Bosch Global Software Technologies Company Limited,,,0,Hồ Chí Minh,11 ngày,"If you would like to apply for this job, please copy and paste the following URL into your browser: https://tiny.pl/1z0hm_45. The direct applications via that link will be prioritized.Job DescriptionAbout the Role: We are seeking an accomplished Senior IT Consultant Manager to join our high-performing team dedicated to delivering innovative internal IT solutions that empower our global organization of 500,000 users. In this pivotal role, you will lead a team of Business Analysts and IT consultants to navigate complex workflows platform, drive strategic migration efforts, deliver insightful business analytics, and provide expert guidance on all aspects of IT solutions. Your blend of leadership, technical acumen, and strategic vision will be instrumental in shaping the future of our IT landscape and ensuring alignment with overarching business objectives. Key Responsibilities: * Leadership and Mentorship: Provide inspirational leadership and guidance to a team of BAs and IT consultants, fostering a collaborative and high-performing environment that encourages professional development and knowledge sharing. * Workflows Platform Modernization: Lead the analysis of workflows platform, meticulously documenting requirements and identifying gaps to facilitate a seamless migration to new technologies. Your expertise will be essential in understanding the complexities of existing systems and ensuring a successful transition to modern platforms. * Requirements Elicitation and Documentation: Engage with diverse stakeholders across the organization to elicit, analyze, and document business requirements, translating them into clear, concise, and actionable user stories that drive development efforts. * Cross-Functional Collaboration: Act as a liaison between business units and the development team, fostering clear communication, managing expectations, and ensuring successful project delivery. Your ability to navigate both technical and business domains will be key to establishing strong partnerships and achieving project goals. * Data-Driven Decision Making: Design and implement business insights dashboards, providing stakeholders with actionable intelligence and key performance indicators to facilitate informed decision-making and strategic planning. * Strategic Planning and Advisory: Contribute to the development of business plans, reports, and strategic initiatives, leveraging data-driven insights to improve product efficiency, streamline migration timelines, and drive overall business value. Ensure that the Business Plan and its resulting outcomes are not only actionable but also resonate with all stakeholders, fostering a sense of ownership and engagement. * Agile Adoption and Advocacy: Champion Agile methodologies, actively participating in sprint planning, backlog grooming, and retrospectives, and cultivating an Agile mindset within the team. Your leadership will be instrumental in ensuring the team delivers value iteratively and incrementally. Work Packages & Additional Responsibilities: * Stakeholder Management: Cultivate and maintain strong relationships with stakeholders across the organization, adeptly managing expectations, addressing concerns, and resolving conflicts. Inspire the adoption of new technologies at every step of the product delivery process, effectively communicating their benefits and addressing any potential challenges. * Process Optimization: Continuously identify opportunities to optimize existing processes and workflows, driving efficiency gains and contributing to a culture of continuous improvement. * Change Management: Play an active role in organizational change management efforts, supporting users through the adoption of new systems and processes. Your ability to communicate change effectively, build trust, and address concerns will be essential in facilitating smooth transitions and minimizing disruption. * User Acceptance Testing: Plan and execute comprehensive user acceptance testing (UAT), ensuring that solutions meet business requirements, user needs, and adhere to quality standards. * Training & Documentation: Develop clear and concise training materials and user documentation to facilitate seamless adoption of new technologies and processes. * Cross-Functional Collaboration: Thrive in a multinational team with diverse backgrounds and aspirations, fostering intensive collaboration and establishing effective cross-functional development practices. * Functional Work Item Tracking: Ensure functional work items are clearly defined, tracked, and managed throughout the project lifecycle. * Non-Functional Work Item Creation: Identify, define, and prioritize non-functional requirements, ensuring they are incorporated into the project plan. * Engagement Activities: Support or plan activities to engage stakeholders and foster a collaborative environment.","* Proven Experience: 5+ years of Business Analysis experience, with a demonstrable track record of success in internal IT solutions and workflows platform migration projects. * Education Background: Graduate in Bachelor’s degree or preferably Master’s degree in Information Technology Business Management or Computer Science. * Leadership & Mentorship: Proven ability to lead, inspire, and mentor a team of BAs and consultants, fostering a high-performing and collaborative environment. * Analytical Acumen: Exceptional analytical and problem-solving skills, with the ability to dissect complex systems and processes and identify opportunities for improvement. * Exceptional Communication: Superior written and verbal communication skills, adept at tailoring your message to both technical and non-technical audiences and building strong relationships with stakeholders at all levels. * Data-Driven Decision Making: Proficiency in data analysis and visualization tools, with a demonstrated ability to derive actionable insights from complex datasets. * Agile Expertise: Experience working in an Agile environment, with a solid understanding of Agile principles, practices, and ceremonies. * Technical Aptitude: Familiarity with the software development lifecycle, relevant technologies, and architectural principles. * Certifications: Relevant certifications such as CBAP, PMI-PBA, or Agile certifications are highly desirable. * Cross-Cultural Sensitivity: Ability to work effectively in a diverse and multinational environment, demonstrating respect and appreciation for different perspectives and cultural nuances.",Thưởng13th-month bonus + yearly performance bonus + annual salary appraisalChăm sóc sức khoẻPremium health insurance for employee + 2 family membersNghỉ phép có lương16++ days of paid leave per year,"364 Đ. Cộng Hòa, street, Phường 13, Tân Bình, Hồ Chí Minh, Vietnam"
1835766,"Senior Associate, Product Suppot, SPX Express (preferred QC )",CÔNG TY TNHH SPX EXPRESS,,,3,Hồ Chí Minh,24 ngày,"Support Responsibilities:• Respond to system inquiries and troubleshoot reported issues, and provide ongoing technical and user support in a timely manner• Perform UAT for new features and follow bug fixes (if any)• Train users on supported systems and provide process/system support, develop and maintain functional user documentation• Become a subject matter expert on system applications• Build strong relationships through problem understanding, ensuring timely resolution or escalation, and communicating promptly on progress• Track system issues and enhancement requests for review and resolution by technical teams.• Follow the issues with the regional development team to ensure hot fixes and faster-scheduled fixes.Project Responsibilities:• Communicate with customers to understand their pain points and suggest practical solutions.• Analyze business requirements/processes for project input.• Assist with the rollout of the new system including the execution of testing, and training tasks• Aid in creating and maintaining standard operating procedures, workflow diagrams, and training materials.• Communicate effectively across teams to meet project timelines and deliverables",Must have:• Good communication skills (verbal and written)• Multi-task management skills with good prioritization techniques• Fast learning skills with the ability to memorize and understand logic• Empathy with user pain points• Ability to de-escalate problems.Nice to have:• Experience with product support position in technical department/company• Experience with logistic operation• Experience with data analysis• Experience in API testing,Thưởng,"15 Đường Lê Thánh Tôn, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam"
1831403,IT Helpdesk,Grant Thornton (Vietnam) Limited,,,0,Hà Nội,11 ngày,"Grant Thornton (Vietnam) Limited is an independent member firm of Grant Thornton International. We are a leading professional services organisation in Vietnam providing Audit, Tax, Advisory and Business Process Solution services. We have a professional team of 13 Partners and more than 350 professional staffs in offices located in Hanoi and Ho Chi Minh City.In order to meet the demand of our growing practices, we are looking for a qualified candidate to fill in a position of IT Helpdesk of our Hanoi office. Detailed tasks of and required qualifications for this position are as follows:Duties and Responsibilities•	Provide technical support to end-users via phone, email, or in-person.•	Diagnose and resolve hardware and software issues.•	Provide guidance on software usage to end-users.•	Assist with the setup and configuration of computers and peripherals.•	Follow established procedures for issue escalation.•	Respond to help desk tickets and service requests.•	Document support interactions, troubleshooting steps, and resolutions.•	Install, upgrade, and configure software applications.•	Maintain an inventory of hardware assets.•	Assist with user onboarding and offboarding processes.•	Ensure compliance with security policies.•	Collaborate with IT administrators for complex problems.•	Report and address security incidents or vulnerabilities.•	Other duties as assigned.","Required Qualifications/skills•	Education: A degree in Information Technology or a related field is preferred. •	Experience: 0-1 years of experience in IT Support or a related role. •	Technical Skills: Proficiency in Windows, and Linux Operating Systems; knowledge of network protocols and configurations. •	Soft Skills: Strong problem-solving abilities, good interpersonal and communication skills.Desired competencies:•	Initiative: Demonstrate a thirst to understand how your role fits in and seeks opportunities to contribute beyond own role;•	Adaptability: Shows agility and easily adjusts to changing work situations; and•	Ownership: Takes responsibility for own actions and learns from experience.","Chăm sóc sức khoẻVoluntary Health InsuranceĐào tạoTraining OpportunitiesCơ hội du lịchAnnual Company Trip, Team Building Activities...","18th Floor, Hoa Binh Int'l Office Building 106 Hoang Quoc Viet Street, Cau Giay District  Hanoi"
1832948,Chuyên Gia Phân Tích và Hoạch Định Dữ Liệu.,Techcombank,24.0,60.0,5,Hà Nội,16 ngày,"Mục đích công việc:1. Kiến trúc dữ liệu bao gồm nhưng không giới hạn việc lưu trữ, tổ chức dữ liệu có thứ tự, có hệ thống để dữ liệu tại AMC được sử dụng một cách hiệu quả và tạo giá trị cao nhất.2. Tự động hóa một phần hoặc toàn bộ các thao tác/nghiệp vụ, số hóa dữ liệu, hướng tới số hóa quy trình thông qua các hệ thống để giảm thiểu thời gian xử lý khoản vay và tăng hiệu quả xử lý nợ.3. Xây dựng, kiểm định các mô hình nhằm đáp ứng yêu cầu đặt ra của công ty trong từng giai đoạn cụ thể.Trách nhiệm chính:1. Vận hành, cải tiến không giới hạn các đường ống dữ liệu DataMart Tín Chấp;2. Vận hành, tiếp nhận các yêu cầu từ đơn vị nghiệp vụ để cải tiến không giới hạn các báo cáo hoạt động thu hồi nợ Tín Chấp: Tracking Portfolio; Tracking Performance; Tracking Productivity; ...;3. Vận hành phần việc Allocation, thu nợ, giải tỏa, phong tỏa tài khoản tiền gửi của danh mục khách hàng tín chấp;4. Xây dựng, kiểm định mô hình dự đoán khả năng trả nợ khách hàng tín chấp, chấm điểm khách hàng; 5. Xây dựng, kiểm định mô hình dự đoán số tiền, thời gian trả nợ khách hàng tín chấp;6. Đề xuất và xây dựng các chiến lược thu hồi nợ theo từng thời kỳ.7. Thiết lập, duy trì mối quan hệ giữa Công ty với các Đơn vị trong hệ thống để phục vụ công việc hiệu quả;8. Tuân thủ các chính sách, các quy trình quy định được ban hành trong từng thời kỳ nhằm giảm thiểu rủi ro trong công tác hoạt động và nâng cao hiệu quả công việc. 9. Thực hiện các công việc khác theo phân công của lãnh đạo Công ty","Bằng cấp/Nghiệp vụ: Tốt nghiệp Đại học, chuyên ngành Tài chính ngân hàng / Khoa học máy tính / Công nghệ thông tinKinh nghiệm: 05 năm làm việc trong lĩnh vực Tài chính ngân hàng / Khoa học máy tính / Công nghệ thông tin- Tiếng Anh, Theo quy định của Công ty từng thời kỳ  ","Thưởng13 tháng lương/năm và kèm theo tháng thưởng dựa trên năng lựcĐào tạoLàm việc trong môi trường năng động, chuyên nghiệp có nhiều cơ hội thăng tiếnKhácChính sách phúc lợi vượt trội, hưởng theo quy định Ngân hàng","119 Trần Duy Hưng, Hà Nội"
1837200,Senior Automation Test Leader,Capgemini Vietnam,,,7,Hồ Chí Minh,29 ngày,"•	Driving Sprint planning, Test Planning, Test Design, Test Execution & Defect management, Reporting to stakeholders •	Drive an approach for System, Component, SIT and integration test with automation first approach. •	Proficient in creating/ maintaining Test Beds and Test Docs (Like Test Scope, Test Plan, Test Summary Report) for ST and SIT phases. •	Manage/ deliver test execution for the new features in different testing life cycles.•	Experience of leading a small team around 6 team members and exhibit leadership qualities- Stakeholder Management and effective communication to project and business team. •	Experience Test Scoping, estimation of efforts, creation test artefacts delivery - Test plan, TSR, daily updates and drive & deliver the ST, SIT testing outcome within agreed timeline and scope. •	Proactively address issues discovered in the software testing, Defect Triage, and prioritisation towards the fixing the issues. •	Create, maintain the automation scripts and suit for SIT flow where applicable. •	Drive an Automation-led approach for testing across company •	Provide insights to quality metrics including trend analysis of discrepancies and defects •	Proactively manage risk, meeting policy and compliance requirements •	Innovate and embed Quality Engineering practices in all facets of your work •	Own, manage and demonstrate uplift from PIRs for continuous improvement on the release process. •	Coach and mentor junior Automation Engineers •	Executing on, and coding automated tests for the Feature, System, and Integrated Systems Testing Phases •	Tracking progress of allocated test designs and test cases to ensure testing deadlines will be met •	Generate test report•	Good communication in English is a must","•	Typically at least 7+ years of automation experience in Web and API testing.•	Experience in developing automation framework (web/ api) from scratch and deliver as a service •	Hands-on experience with implementing test tooling, building and maintaining automation frameworks for various application architectures (eg Web, Desktop, Microservices/API, etc) •	Experience in SIT testing with complex integration systems and defect Management. •	API/Microservices testing experience (Both Restful and MQ) •	Proficient in one or more programming language – Java, JavaScript, Python, TypeScript •	Demonstrated experience in leveraging different automation tools & libraries (Java, Selenium, API testing framework, Perfecto, GIT, Jenkins, AutoSDK, Selenium., etc) •	Significant experience working with CI/CD (Jenkins/Harness) or Docker is highly beneficial •	Proficiency in driving the strategy, implementation, and execution of test automation solutions •	Ability to confidently communicate with all levels of management and clearly articulate complex technical issues to peers and stakeholders Nice to have: •	Sound experience /knowledge in Financial Crime or Fraud domain •	Working Experience in Banking /finance industry will be well-regarded. What benefits you will have?At Capgemini Vietnam, in addition to a competitive salary, you have the opportunity to:- Benefit from merit-based compensation and promotion, determined by your performance, skills and willingness to take on greater responsibility in an international environment.- Build your knowledge and develop in your career through a wide range of Technology, Industry, Language and Leadership trainings; international experiences and project travels.- Make important contacts, working with top experts and making the most of Capgemini’s worldwide network. Your coaches and mentors will work with you to help you reach your potential.- Contribute to a global team that acts with passion, commitment and integrity, following the 7 values of the group: Honesty, Boldness, Trust, Freedom, Team spirit, Modesty, Fun.","ThưởngCompetitive salary, health insurance covered for employee and dependentsĐào tạoReceiving training opportunities including many technical seminars and soft skill training coursesKhácGood opportunity for promotion through regular performance review system","Centre Point, 106 Nguyễn Văn Trỗi, Phường 08, Quận Phú Nhuận, Thành phố Hồ Chí Minh"
1815692,Chuyên Viên Chính Phát Triển Frontend (CNTT),Ngân Hàng TNHH Indovina – Hội Sở,,,0,Hồ Chí Minh,10 ngày,"-	Thiết kế và phát triển các ứng dụng nội bộ nhằm hỗ trợ các quy trình nghiệp vụ của ngân hàng, đảm bảo tính ổn định và hiệu quả của hệ thống.-	Xây dựng các module mới hoặc cải tiến các tính năng của ứng dụng hiện có để phục vụ nhu cầu nghiệp vụ của các phòng ban.-	Phối hợp với các nhóm phát triển phần mềm và quản trị hệ thống để khắc phục sự cố và giải quyết các sự cố và sự cố liên quan đến tích hợp APIs.-	Phối hợp với nhóm bảo mật để triển khai các biện pháp bảo mật và đảm bảo tuân thủ các tiêu chuẩn và quy định của ngành.-	Cập nhật các công nghệ, xu hướng mới trong việc phát triển và tích hợp ứng dụng.","-	Tốt nghiệp Cao đẳng trở lên các chuyên ngành thuộc lĩnh vực CNTT.-	Tối thiểu 3 năm kinh nghiệm lập trình .NET phát triển trong vai trò này.-	Công cụ Visual Studio/Visual Studio Code: Phải thành thạo việc sử dụng các môi trường phát triển dành cho lập trình .NET.-	Thành thạo .NET Framework và .NET Core: Cần có kinh nghiệm làm việc với cả hai phiên bản này, tùy thuộc vào yêu cầu của dự án.-	Phát triển web: Quen thuộc với ASP.NET, ASP.NET MVC và Web API để xây dựng các ứng dụng và dịch vụ web động.-	RESTful API: Khả năng thiết kế, phát triển và tích hợp với RESTful APIs và kiến trúc microservices.-	Công nghệ Front-End: Kinh nghiệm với các công nghệ front-end như HTML, CSS, JavaScript, và các framework như Angular, React, hoặc Vue.js.-	Quản lý cơ sở dữ liệu: Kiến thức sâu về SQL Server, bao gồm viết các stored procedures và làm việc với Entity Framework để giao tiếp với cơ sở dữ liệu.-	Unit Testing: Kinh nghiệm với các framework kiểm thử đơn vị như xUnit, NUnit, hoặc MSTest.-	Sử dụng các công cụ quản lý mã nguồn như GIT, SVN, ...-	Có kinh nghiệp vẽ flow luồng các quy trình bắng sơ đồ DFD các mức bằng các công cụ như draw.io, visio…-	Biết lập cho di động sử dụng các framework như Ionic, Flutter, React Native là một lợi thế…",Thưởng13th month salaryChăm sóc sức khoẻHealth insurance and Social insurance regulated by Vietnam Labor LawĐào tạoDynamic environment,"Head Office - 97A Nguyen Van Troi St., Ward 11, Phu Nhuan Dist., HCMC"
